Date-Time,Radius of Curvature (m),Curve Direction,Off Center Distance (m),Deviated Direction
2021-02-28 14:13:38.881584,12.962769457174545,Left Curve,1.038,Right
2021-02-28 14:13:40.132799,13.272877360765147,Left Curve,1.038,Right
2021-02-28 14:13:40.768798,12.50008862879196,Left Curve,1.048,Right
2021-02-28 14:13:41.410844,12.477167645361618,Left Curve,1.059,Right
2021-02-28 14:13:42.051105,12.379972379873774,Left Curve,1.064,Right
2021-02-28 14:13:42.691006,12.688935391205982,Left Curve,1.048,Right
2021-02-28 14:13:43.337743,12.879973909312495,Left Curve,1.028,Right
2021-02-28 14:13:44.291883,13.081359418541005,Left Curve,1.007,Right
2021-02-28 14:13:45.251273,12.590956801937125,Left Curve,1.002,Right
2021-02-28 14:13:46.211752,12.585320001656218,Left Curve,0.997,Right
2021-02-28 14:13:46.853450,12.782187470697673,Left Curve,0.987,Right
2021-02-28 14:13:47.491220,13.099682113871818,Left Curve,0.971,Right
2021-02-28 14:13:48.128905,13.599211665924255,Left Curve,0.966,Right
2021-02-28 14:13:48.769423,14.01785042225956,Left Curve,0.951,Right
2021-02-28 14:13:49.412466,14.11583834744204,Left Curve,0.94,Right
2021-02-28 14:13:50.052641,14.935422467353359,Left Curve,0.925,Right
2021-02-28 14:13:50.690397,15.152085405709235,Left Curve,0.92,Right
2021-02-28 14:13:51.328380,15.437301495202608,Left Curve,0.91,Right
2021-02-28 14:13:51.971289,15.852367456702597,Left Curve,0.904,Right
2021-02-28 14:13:52.611605,16.44495135040452,Left Curve,0.904,Right
2021-02-28 14:13:53.252867,16.59808910526047,Left Curve,0.899,Right
2021-02-28 14:13:53.895213,16.128680826680647,Left Curve,0.894,Right
2021-02-28 14:13:54.535086,17.318581366546624,Left Curve,0.889,Right
2021-02-28 14:13:55.169908,18.19877007693876,Left Curve,0.879,Right
2021-02-28 14:13:55.810037,17.299582309126635,Left Curve,0.894,Right
2021-02-28 14:13:56.450679,17.67008970774426,Left Curve,0.904,Right
2021-02-28 14:13:57.089774,16.391550447054076,Left Curve,0.858,Right
2021-02-28 14:13:57.730134,20.550886145198923,Left Curve,0.868,Right
2021-02-28 14:13:58.687751,20.168216172979214,Left Curve,0.879,Right
2021-02-28 14:13:59.347507,17.34592466873894,Left Curve,0.889,Right
2021-02-28 14:13:59.970176,16.01634219600097,Left Curve,0.899,Right
2021-02-28 14:14:00.610887,15.574688804131913,Left Curve,0.915,Right
2021-02-28 14:14:01.250131,13.407372512658316,Left Curve,0.935,Right
2021-02-28 14:14:01.891030,12.56760462559384,Left Curve,0.966,Right
2021-02-28 14:14:02.529450,12.195698592944975,Left Curve,0.976,Right
2021-02-28 14:14:03.171715,11.945336372269004,Left Curve,0.997,Right
2021-02-28 14:14:03.811923,12.313124745332466,Left Curve,0.992,Right
2021-02-28 14:14:04.451243,13.079000513307,Left Curve,0.987,Right
2021-02-28 14:14:05.090604,13.031998508100692,Left Curve,0.971,Right
2021-02-28 14:14:05.733702,13.234709096797154,Left Curve,0.971,Right
2021-02-28 14:14:06.302252,12.564022237249498,Left Curve,0.961,Right
2021-02-28 14:14:07.021522,12.15505638629794,Left Curve,0.971,Right
2021-02-28 14:14:07.562267,12.258953032983737,Left Curve,0.976,Right
2021-02-28 14:14:08.291000,11.92056470218846,Left Curve,0.982,Right
2021-02-28 14:14:08.940313,12.217068851050865,Left Curve,0.997,Right
2021-02-28 14:14:09.487912,11.99545599618732,Left Curve,1.012,Right
2021-02-28 14:14:10.066883,14.424934187140995,Left Curve,0.976,Right
2021-02-28 14:14:10.854901,13.88412798310504,Left Curve,0.992,Right
2021-02-28 14:14:11.538745,13.386734576942846,Left Curve,0.992,Right
2021-02-28 14:14:12.449303,13.322297897581699,Left Curve,1.002,Right
2021-02-28 14:14:13.188154,13.868640755699822,Left Curve,0.992,Right
2021-02-28 14:14:14.091390,14.125347337396509,Left Curve,0.997,Right
2021-02-28 14:14:15.013976,14.92998696718652,Left Curve,0.976,Right
2021-02-28 14:14:15.590640,15.323888504559962,Left Curve,0.961,Right
2021-02-28 14:14:16.198977,15.869591856018191,Left Curve,0.956,Right
2021-02-28 14:14:16.991827,17.03962634850663,Left Curve,0.946,Right
2021-02-28 14:14:17.892578,16.94148953221992,Left Curve,0.94,Right
2021-02-28 14:14:18.643214,21.856544116485278,Left Curve,0.894,Right
2021-02-28 14:14:19.544089,21.529870154183374,Left Curve,0.889,Right
2021-02-28 14:14:20.447790,21.959206479930447,Left Curve,0.879,Right
2021-02-28 14:14:21.047565,20.798465769545196,Left Curve,0.879,Right
2021-02-28 14:14:21.794634,23.146050609446547,Left Curve,0.822,Right
2021-02-28 14:14:22.687486,21.61764007903968,Left Curve,0.812,Right
2021-02-28 14:14:23.286921,20.900911822523646,Left Curve,0.797,Right
2021-02-28 14:14:24.033739,19.069055932249274,Left Curve,0.786,Right
2021-02-28 14:14:24.784799,18.45121419557615,Left Curve,0.771,Right
2021-02-28 14:14:25.568220,18.737143762457848,Left Curve,0.755,Right
2021-02-28 14:14:26.212106,18.367786363020308,Left Curve,0.745,Right
2021-02-28 14:14:26.846671,18.535812368007683,Left Curve,0.725,Right
2021-02-28 14:14:27.505555,19.18316071289961,Left Curve,0.709,Right
2021-02-28 14:14:28.112400,18.92546892666303,Left Curve,0.689,Right
2021-02-28 14:14:28.678802,20.03135765452075,Left Curve,0.663,Right
2021-02-28 14:14:29.350350,19.706508914718214,Left Curve,0.653,Right
2021-02-28 14:14:30.055229,21.090687018515755,Left Curve,0.617,Right
2021-02-28 14:14:30.690607,18.675345108573346,Left Curve,0.601,Right
2021-02-28 14:14:31.337518,16.648773974257445,Left Curve,0.596,Right
2021-02-28 14:14:31.968206,15.388704772057189,Left Curve,0.591,Right
2021-02-28 14:14:32.612118,14.802901785518618,Left Curve,0.581,Right
2021-02-28 14:14:33.269631,14.626911613497551,Left Curve,0.581,Right
2021-02-28 14:14:33.890479,13.587284712827014,Left Curve,0.576,Right
2021-02-28 14:14:34.528731,13.158769967836225,Left Curve,0.581,Right
2021-02-28 14:14:35.182909,13.308988244077057,Left Curve,0.57,Right
2021-02-28 14:14:35.809081,13.200825066053302,Left Curve,0.57,Right
2021-02-28 14:14:36.449514,13.078491097068726,Left Curve,0.565,Right
2021-02-28 14:14:37.089990,12.837530834460864,Left Curve,0.576,Right
2021-02-28 14:14:37.729833,12.492486086375997,Left Curve,0.581,Right
2021-02-28 14:14:38.368662,12.267191631445602,Left Curve,0.596,Right
2021-02-28 14:14:39.052042,11.768503894590395,Left Curve,0.606,Right
2021-02-28 14:14:39.669812,12.014351068362586,Left Curve,0.606,Right
2021-02-28 14:14:40.266102,11.962373491795516,Left Curve,0.622,Right
2021-02-28 14:14:40.812883,12.06347394024554,Left Curve,0.627,Right
2021-02-28 14:14:41.343210,12.160892197597079,Left Curve,0.627,Right
2021-02-28 14:14:41.900126,17.010626251253168,Left Curve,0.596,Right
2021-02-28 14:14:42.432093,15.147823670057162,Left Curve,0.606,Right
2021-02-28 14:14:42.966951,20.217908061249105,Left Curve,0.576,Right
2021-02-28 14:14:43.528874,12.597339907131744,Left Curve,0.658,Right
2021-02-28 14:14:44.120259,13.04580671930227,Left Curve,0.678,Right
2021-02-28 14:14:44.771018,13.723916235421395,Left Curve,0.673,Right
2021-02-28 14:14:45.369556,13.716186471469825,Left Curve,0.678,Right
2021-02-28 14:14:45.981808,13.389259820128615,Left Curve,0.694,Right
2021-02-28 14:14:46.690227,13.295445593524416,Left Curve,0.704,Right
2021-02-28 14:14:47.264071,13.770185014292775,Left Curve,0.719,Right
2021-02-28 14:14:47.968318,13.667386620051575,Left Curve,0.735,Right
2021-02-28 14:14:48.659335,13.588499563106684,Left Curve,0.755,Right
2021-02-28 14:14:49.263893,13.635246092680813,Left Curve,0.771,Right
2021-02-28 14:14:49.820673,13.79550275928682,Left Curve,0.786,Right
2021-02-28 14:14:50.529613,14.826146288409394,Left Curve,0.791,Right
2021-02-28 14:14:51.168892,15.803862597744011,Left Curve,0.802,Right
2021-02-28 14:14:51.812839,15.898447599135082,Left Curve,0.843,Right
2021-02-28 14:14:52.448367,16.324904948387665,Left Curve,0.843,Right
2021-02-28 14:14:53.068106,16.276578925134693,Left Curve,0.719,Right
2021-02-28 14:14:53.725857,26.03086666183365,Left Curve,0.719,Right
2021-02-28 14:14:54.365612,25.93151063222432,Left Curve,0.725,Right
2021-02-28 14:14:55.006448,22.270225403400083,Left Curve,0.735,Right
2021-02-28 14:14:55.651986,20.43345941695995,Left Curve,0.745,Right
2021-02-28 14:14:56.287337,17.811217076556854,Left Curve,0.771,Right
2021-02-28 14:14:56.928590,16.913947442720218,Left Curve,0.797,Right
2021-02-28 14:14:57.569579,17.197449011398337,Left Curve,0.817,Right
2021-02-28 14:14:58.145271,17.62585713544295,Left Curve,0.822,Right
2021-02-28 14:14:58.847981,17.76058756687143,Left Curve,0.832,Right
2021-02-28 14:14:59.493759,17.45758340972771,Left Curve,0.848,Right
2021-02-28 14:15:00.129181,18.093380017337804,Left Curve,0.827,Right
2021-02-28 14:15:00.774583,20.036366859478278,Left Curve,0.786,Right
2021-02-28 14:15:01.408982,19.189471925566487,Left Curve,0.791,Right
2021-02-28 14:15:02.012217,17.5782246173093,Left Curve,0.791,Right
2021-02-28 14:15:02.688023,16.398818922097366,Left Curve,0.786,Right
2021-02-28 14:15:03.332789,16.69116339570502,Left Curve,0.776,Right
2021-02-28 14:15:03.968966,16.52955919047605,Left Curve,0.766,Right
2021-02-28 14:15:04.625631,16.792146014364747,Left Curve,0.761,Right
2021-02-28 14:15:05.246898,16.87875556708429,Left Curve,0.75,Right
2021-02-28 14:15:05.896756,16.03436227146178,Left Curve,0.745,Right
2021-02-28 14:15:06.494891,15.288656381908526,Left Curve,0.745,Right
2021-02-28 14:15:07.175685,14.347414232517501,Left Curve,0.74,Right
2021-02-28 14:15:07.811988,16.37551283849568,Left Curve,0.689,Right
2021-02-28 14:15:08.447808,15.058762434202569,Left Curve,0.694,Right
2021-02-28 14:15:09.085782,13.05373544195168,Left Curve,0.704,Right
2021-02-28 14:15:09.726054,12.604824611097905,Left Curve,0.704,Right
2021-02-28 14:15:10.366847,12.233952132889186,Left Curve,0.704,Right
2021-02-28 14:15:11.016501,12.030171271723074,Left Curve,0.709,Right
2021-02-28 14:15:11.647773,12.994783806105948,Left Curve,0.699,Right
2021-02-28 14:15:12.288157,13.646848216557906,Left Curve,0.699,Right
2021-02-28 14:15:12.928807,15.19037538307954,Left Curve,0.689,Right
2021-02-28 14:15:13.524702,14.059283512416705,Left Curve,0.689,Right
2021-02-28 14:15:14.206723,13.936802195417682,Left Curve,0.683,Right
2021-02-28 14:15:14.848045,14.011148371204339,Left Curve,0.689,Right
2021-02-28 14:15:15.486571,13.87933901431741,Left Curve,0.699,Right
2021-02-28 14:15:16.141162,13.96954006978168,Left Curve,0.694,Right
2021-02-28 14:15:16.772807,14.053169305099672,Left Curve,0.683,Right
2021-02-28 14:15:17.365286,14.156589467776083,Left Curve,0.683,Right
2021-02-28 14:15:18.047668,14.367339515198982,Left Curve,0.689,Right
2021-02-28 14:15:18.623871,14.717148703961307,Left Curve,0.694,Right
2021-02-28 14:15:19.187727,14.841842364193386,Left Curve,0.704,Right
2021-02-28 14:15:19.969103,15.204812705849172,Left Curve,0.694,Right
2021-02-28 14:15:20.614919,15.510345978219062,Left Curve,0.683,Right
2021-02-28 14:15:21.248705,15.346600592093992,Left Curve,0.683,Right
2021-02-28 14:15:21.894336,15.953009200143963,Left Curve,0.678,Right
2021-02-28 14:15:22.489651,16.08466590230213,Left Curve,0.663,Right
2021-02-28 14:15:23.194790,16.31487415255432,Left Curve,0.648,Right
2021-02-28 14:15:23.767740,17.350041154254455,Left Curve,0.637,Right
2021-02-28 14:15:24.446478,17.2522959568655,Left Curve,0.627,Right
2021-02-28 14:15:25.088996,17.536190932914142,Left Curve,0.622,Right
2021-02-28 14:15:25.735759,17.455878877601627,Left Curve,0.617,Right
2021-02-28 14:15:26.367014,17.2678627611465,Left Curve,0.617,Right
2021-02-28 14:15:27.013342,22.27924897056579,Left Curve,0.576,Right
2021-02-28 14:15:27.646392,33.26514356751047,Left Curve,0.56,Right
2021-02-28 14:15:28.287581,19.650255483879555,Left Curve,0.576,Right
2021-02-28 14:15:28.863608,23.1168064330188,Left Curve,0.555,Right
2021-02-28 14:15:29.569283,19.334273088626,Left Curve,0.57,Right
2021-02-28 14:15:30.208032,18.57136614338614,Left Curve,0.576,Right
2021-02-28 14:15:30.845680,18.286067144541057,Left Curve,0.576,Right
2021-02-28 14:15:31.496974,16.253984953406196,Left Curve,0.591,Right
2021-02-28 14:15:32.134725,14.497476085356867,Left Curve,0.596,Right
2021-02-28 14:15:32.767037,14.508464999911993,Left Curve,0.596,Right
2021-02-28 14:15:33.408615,14.444286097317221,Left Curve,0.581,Right
2021-02-28 14:15:34.047281,13.028707880629357,Left Curve,0.586,Right
2021-02-28 14:15:34.688544,13.441370939571971,Left Curve,0.565,Right
2021-02-28 14:15:35.328179,12.706118801302395,Left Curve,0.57,Right
2021-02-28 14:15:35.966102,13.415263718720276,Left Curve,0.55,Right
2021-02-28 14:15:36.612924,12.650003065271846,Left Curve,0.55,Right
2021-02-28 14:15:37.255619,12.023765782352644,Left Curve,0.56,Right
2021-02-28 14:15:37.884812,13.35966197144284,Left Curve,0.514,Right
2021-02-28 14:15:38.590167,12.51133058657028,Left Curve,0.529,Right
2021-02-28 14:15:39.486733,10.979941358423375,Left Curve,0.56,Right
2021-02-28 14:15:40.134853,10.51184774528916,Left Curve,0.581,Right
2021-02-28 14:15:40.766441,10.19003176232998,Left Curve,0.591,Right
2021-02-28 14:15:41.405844,10.252479018161434,Left Curve,0.596,Right
2021-02-28 14:15:42.047144,10.6525394647764,Left Curve,0.586,Right
2021-02-28 14:15:42.596773,10.221667391664333,Left Curve,0.586,Right
2021-02-28 14:15:43.326403,10.989313495064344,Left Curve,0.57,Right
2021-02-28 14:15:43.969715,10.836179055015059,Left Curve,0.565,Right
2021-02-28 14:15:44.609087,11.503208061588328,Left Curve,0.55,Right
2021-02-28 14:15:45.254188,11.966538277495395,Left Curve,0.534,Right
2021-02-28 14:15:45.885906,12.37482529002693,Left Curve,0.534,Right
2021-02-28 14:15:46.528641,12.445153640383994,Left Curve,0.534,Right
2021-02-28 14:15:47.172884,12.792928691195794,Left Curve,0.534,Right
2021-02-28 14:15:47.805872,13.178505435950584,Left Curve,0.529,Right
2021-02-28 14:15:48.456658,13.662261529864493,Left Curve,0.534,Right
2021-02-28 14:15:49.013857,15.183987355213414,Left Curve,0.519,Right
2021-02-28 14:15:49.725797,18.717060612286637,Left Curve,0.498,Right
2021-02-28 14:15:50.368933,20.98614059418832,Left Curve,0.483,Right
2021-02-28 14:15:51.006341,24.358654684907123,Left Curve,0.468,Right
2021-02-28 14:15:51.654674,27.21316062053502,Left Curve,0.457,Right
2021-02-28 14:15:52.285972,32.35565200385333,Left Curve,0.442,Right
2021-02-28 14:15:52.936251,35.979765520485124,Left Curve,0.411,Right
2021-02-28 14:15:53.566421,34.872492320514155,Left Curve,0.401,Right
2021-02-28 14:15:54.211775,29.85810161871045,Left Curve,0.406,Right
2021-02-28 14:15:54.786187,26.96743127248938,Left Curve,0.406,Right
2021-02-28 14:15:55.487750,25.006098490144268,Left Curve,0.406,Right
2021-02-28 14:15:56.127196,24.968450423514838,Left Curve,0.406,Right
2021-02-28 14:15:56.766755,23.756760290656338,Left Curve,0.401,Right
2021-02-28 14:15:57.402071,19.853702633168293,Left Curve,0.421,Right
2021-02-28 14:15:57.972102,20.310140220496404,Left Curve,0.416,Right
2021-02-28 14:15:58.690738,20.612983043947786,Left Curve,0.416,Right
2021-02-28 14:15:59.325673,21.077610159026168,Left Curve,0.411,Right
2021-02-28 14:15:59.970665,19.18069511373865,Left Curve,0.416,Right
2021-02-28 14:16:00.593136,23.02876712735261,Left Curve,0.416,Right
2021-02-28 14:16:01.151762,22.44829121667607,Left Curve,0.442,Right
2021-02-28 14:16:01.889953,24.515523961649727,Left Curve,0.447,Right
2021-02-28 14:16:02.844854,30.194347396182287,Left Curve,0.452,Right
2021-02-28 14:16:03.421764,41.858312364888974,Left Curve,0.427,Right
2021-02-28 14:16:03.964499,46.40234817688669,Left Curve,0.442,Right
2021-02-28 14:16:04.533529,74.07161461845112,Left Curve,0.447,Right
2021-02-28 14:16:05.085043,147.990675669357,Left Curve,0.447,Right
2021-02-28 14:16:05.733683,223.44382896767866,Left Curve,0.447,Right
2021-02-28 14:16:06.274385,135.00430739100014,Left Curve,0.447,Right
2021-02-28 14:16:07.007075,81.59274611076926,Left Curve,0.447,Right
2021-02-28 14:16:07.649530,48.69319093016032,Left Curve,0.442,Right
2021-02-28 14:16:08.244171,60.765976119809686,Left Curve,0.442,Right
2021-02-28 14:16:08.925035,75.91638183217886,Left Curve,0.396,Right
2021-02-28 14:16:09.483966,67.98640722828284,Left Curve,0.401,Right
2021-02-28 14:16:10.061790,109.85870450712383,Left Curve,0.385,Right
2021-02-28 14:16:10.611925,306.2237650089226,Left Curve,0.38,Right
2021-02-28 14:16:11.487501,3119.1523834999257,Left Curve,0.365,Right
2021-02-28 14:16:12.128771,330.88436871350666,Left Curve,0.355,Right
2021-02-28 14:16:12.768136,238.72468063010908,Left Curve,0.344,Right
2021-02-28 14:16:13.407291,95.96739558111344,Left Curve,0.334,Right
2021-02-28 14:16:14.053321,101.54525625502626,Left Curve,0.319,Right
2021-02-28 14:16:14.613047,158.58008146951528,Left Curve,0.313,Right
2021-02-28 14:16:15.327920,91.48983556684891,Left Curve,0.319,Right
2021-02-28 14:16:15.966824,132.25405256280203,Left Curve,0.313,Right
2021-02-28 14:16:16.610130,225.28037340475194,Left Curve,0.319,Right
2021-02-28 14:16:17.245916,173.43707423644798,Left Curve,0.313,Right
2021-02-28 14:16:17.891436,371.734723207319,Left Curve,0.313,Right
2021-02-28 14:16:18.560548,397.6619820386454,Left Curve,0.308,Right
2021-02-28 14:16:19.172332,224.3507385339996,Left Curve,0.195,Right
2021-02-28 14:16:19.806106,81.68943809179395,Left Curve,0.19,Right
2021-02-28 14:16:20.445426,65.39286566062057,Left Curve,0.195,Right
2021-02-28 14:16:21.021299,58.65478915043437,Left Curve,0.2,Right
2021-02-28 14:16:21.727495,46.39848014168584,Left Curve,0.216,Right
2021-02-28 14:16:22.368265,45.17578675480171,Left Curve,0.221,Right
2021-02-28 14:16:23.011850,39.200803870969025,Left Curve,0.236,Right
2021-02-28 14:16:23.645408,42.45655510042967,Left Curve,0.267,Right
2021-02-28 14:16:24.195764,68.10139299301196,Left Curve,0.283,Right
2021-02-28 14:16:24.753949,104.75310796518279,Left Curve,0.303,Right
2021-02-28 14:16:25.572436,560.8564903034196,Left Curve,0.344,Right
2021-02-28 14:16:26.208042,201.99087856988973,Left Curve,0.267,Right
2021-02-28 14:16:26.867732,112.9734187010046,Left Curve,0.283,Right
2021-02-28 14:16:27.426135,93.98852329150645,Left Curve,0.293,Right
2021-02-28 14:16:28.005192,205.93247539139452,Left Curve,0.313,Right
2021-02-28 14:16:28.587358,135.45782784573615,Left Curve,0.319,Right
2021-02-28 14:16:29.406623,178.34479555569754,Left Curve,0.324,Right
2021-02-28 14:16:30.045862,148.30060609915668,Left Curve,0.313,Right
2021-02-28 14:16:30.688362,98.0426292279719,Left Curve,0.303,Right
2021-02-28 14:16:31.250024,85.33556806908504,Left Curve,0.293,Right
2021-02-28 14:16:31.835621,51.84367772775934,Left Curve,0.293,Right
2021-02-28 14:16:32.606467,42.552049581703365,Left Curve,0.303,Right
2021-02-28 14:16:33.246947,46.812991060605086,Left Curve,0.252,Right
2021-02-28 14:16:33.883506,40.53460802811378,Left Curve,0.242,Right
2021-02-28 14:16:34.524448,38.57183543535254,Left Curve,0.226,Right
2021-02-28 14:16:35.168580,35.67183650315734,Left Curve,0.216,Right
2021-02-28 14:16:35.806116,30.03413926844157,Left Curve,0.206,Right
2021-02-28 14:16:36.446058,27.551287200109762,Left Curve,0.19,Right
2021-02-28 14:16:37.004731,42.95437682023481,Left Curve,0.164,Right
2021-02-28 14:16:37.570303,40.26894841221801,Left Curve,0.149,Right
2021-02-28 14:16:38.384530,44.40377359013965,Left Curve,0.128,Right
2021-02-28 14:16:39.011252,31.656477818305397,Left Curve,0.139,Right
2021-02-28 14:16:39.710269,37.747108096313404,Left Curve,0.128,Right
2021-02-28 14:16:40.321477,42.39653718900253,Left Curve,0.123,Right
2021-02-28 14:16:40.895827,160.24706687022558,Left Curve,0.072,Right
2021-02-28 14:16:41.462563,74.60660919447648,Left Curve,0.072,Right
2021-02-28 14:16:42.023227,67.00695430801547,Left Curve,0.077,Right
2021-02-28 14:16:42.593455,84.59659669641056,Left Curve,0.077,Right
2021-02-28 14:16:43.231935,70.57150615463223,Left Curve,0.072,Right
2021-02-28 14:16:43.762676,80.97451378254651,Left Curve,0.077,Right
2021-02-28 14:16:44.359436,77.54134353796702,Left Curve,0.062,Right
2021-02-28 14:16:44.969273,145.12299227623612,Left Curve,0.062,Right
2021-02-28 14:16:45.556309,166.32238084633403,Left Curve,0.051,Right
2021-02-28 14:16:46.172339,904.108119215088,Left Curve,0.046,Right
2021-02-28 14:16:46.735820,660.1373821010493,Left Curve,0.041,Right
2021-02-28 14:16:47.367373,673.0741956858407,Left Curve,0.062,Right
2021-02-28 14:16:47.915532,277.6450241728456,Left Curve,0.062,Right
2021-02-28 14:16:48.468644,601.8769165082281,Left Curve,0.01,Left
2021-02-28 14:16:49.032456,519.1986616748142,Left Curve,0.01,Left
2021-02-28 14:16:49.576400,324.03105661950326,Left Curve,0.015,Left
2021-02-28 14:16:50.205726,149.32275093237766,Straight,0.036,Left
2021-02-28 14:16:50.855657,141.50566125236216,Straight,0.036,Left
2021-02-28 14:16:51.483338,129.7970648736531,Straight,0.046,Left
2021-02-28 14:16:52.125852,116.30502037910429,Straight,0.051,Left
2021-02-28 14:16:52.680039,117.05029010548554,Straight,0.051,Left
2021-02-28 14:16:53.404790,117.11893560436211,Straight,0.072,Left
2021-02-28 14:16:54.053458,112.61485885749887,Straight,0.057,Left
2021-02-28 14:16:54.686044,116.15330010057254,Straight,0.057,Left
2021-02-28 14:16:55.324204,72.5768296337648,Left Curve,0.041,Left
2021-02-28 14:16:55.975283,65.45734414946212,Left Curve,0.031,Left
2021-02-28 14:16:56.604532,65.31094943022023,Left Curve,0.031,Left
2021-02-28 14:16:57.245442,66.33559835677902,Left Curve,0.015,Left
2021-02-28 14:16:57.878039,121.50991354455424,Left Curve,0.031,Left
2021-02-28 14:16:58.422565,85.23314453793184,Straight,0.026,Left
2021-02-28 14:16:58.996491,284.50805985793335,Straight,0.026,Left
2021-02-28 14:16:59.586729,3483.225307566804,Straight,0.026,Left
2021-02-28 14:17:00.446549,528.4406501109337,Straight,0.005,Right
2021-02-28 14:17:00.998425,179.2139158160099,Straight,0.021,Left
2021-02-28 14:17:01.723933,160.28387551130442,Left Curve,0.01,Left
2021-02-28 14:17:02.374485,1739.2084005380093,Left Curve,0.0,Right
2021-02-28 14:17:02.970660,3394.527943407694,Left Curve,0.01,Right
2021-02-28 14:17:03.540571,199.93029287882348,Left Curve,0.01,Right
2021-02-28 14:17:04.282204,114.8216447422032,Left Curve,0.021,Right
2021-02-28 14:17:04.936237,112.8233697536647,Left Curve,0.01,Right
2021-02-28 14:17:05.564260,99.06543090858762,Straight,0.01,Right
2021-02-28 14:17:06.204597,270.5657691279853,Left Curve,0.01,Left
2021-02-28 14:17:06.760274,392.96373615057627,Straight,0.031,Left
2021-02-28 14:17:07.324629,429.16825001741415,Straight,0.036,Left
2021-02-28 14:17:07.888162,142.02859065474894,Straight,0.082,Left
2021-02-28 14:17:08.457005,161.0193114021144,Straight,0.082,Left
2021-02-28 14:17:08.999904,137.71192026760212,Straight,0.092,Left
2021-02-28 14:17:09.551071,193.77746077769567,Straight,0.092,Left
2021-02-28 14:17:10.362630,128.7100456958268,Straight,0.098,Left
2021-02-28 14:17:10.919749,94.79846026808517,Straight,0.103,Left
2021-02-28 14:17:11.649285,70.33977025788336,Straight,0.103,Left
2021-02-28 14:17:12.286088,93.3973047193138,Straight,0.103,Left
2021-02-28 14:17:12.925052,76.86415857447739,Straight,0.098,Left
2021-02-28 14:17:13.578513,507.4708314896893,Straight,0.123,Left
2021-02-28 14:17:14.223847,72.46309679727091,Straight,0.108,Left
2021-02-28 14:17:14.848527,148.17586224205442,Straight,0.103,Left
2021-02-28 14:17:15.410763,8393.62614353758,Straight,0.098,Left
2021-02-28 14:17:15.973469,814.8922396820554,Straight,0.123,Left
2021-02-28 14:17:16.548841,1166.4143467656738,Straight,0.128,Left
2021-02-28 14:17:17.411228,133.07776485888178,Straight,0.123,Left
2021-02-28 14:17:17.999739,97.58307100183487,Straight,0.123,Left
2021-02-28 14:17:18.553526,111.5531549293942,Straight,0.128,Left
2021-02-28 14:17:19.335125,120.45166790282326,Straight,0.134,Left
2021-02-28 14:17:19.967425,162.335495166636,Straight,0.128,Left
2021-02-28 14:17:20.605443,120.53043208221638,Straight,0.108,Left
2021-02-28 14:17:21.228515,111.73463173797712,Straight,0.092,Left
2021-02-28 14:17:21.837207,103.57140629709359,Straight,0.082,Left
2021-02-28 14:17:22.526568,185.7915339183155,Straight,0.067,Left
2021-02-28 14:17:23.097247,688.8270190838498,Straight,0.118,Left
2021-02-28 14:17:23.802442,415.3277924197496,Straight,0.134,Left
2021-02-28 14:17:24.451597,156.71497493522207,Straight,0.128,Left
2021-02-28 14:17:25.084624,77.15865460565594,Straight,0.123,Left
2021-02-28 14:17:26.682505,66.69865067451741,Straight,0.103,Left
2021-02-28 14:17:27.253894,56.34131279224834,Straight,0.103,Left
2021-02-28 14:17:27.808548,57.04564691217192,Straight,0.077,Left
2021-02-28 14:17:28.608398,45.956306572044475,Straight,0.067,Left
2021-02-28 14:17:29.156723,57.83489945408155,Straight,0.041,Left
2021-02-28 14:17:29.704143,61.50075108035784,Straight,0.036,Left
2021-02-28 14:17:30.522741,268.6019557891372,Straight,0.062,Left
2021-02-28 14:17:31.162241,122.39290037270328,Straight,0.082,Left
2021-02-28 14:17:31.853691,181.6676536157364,Straight,0.082,Left
2021-02-28 14:17:32.486843,237.66675015378314,Straight,0.082,Left
2021-02-28 14:17:33.213671,302.94006328357506,Straight,0.082,Left
2021-02-28 14:17:33.859138,420.3485010175932,Straight,0.082,Left
2021-02-28 14:17:34.441883,948.9685007510178,Straight,0.072,Left
2021-02-28 14:17:35.044338,2469.7675065498775,Straight,0.062,Left
2021-02-28 14:17:35.713999,4750.177843879376,Straight,0.067,Left
2021-02-28 14:17:36.322817,238.11002790937238,Straight,0.067,Left
2021-02-28 14:17:36.934162,565.8922193715857,Straight,0.072,Left
2021-02-28 14:17:37.565952,531.5733304816869,Straight,0.072,Left
2021-02-28 14:17:38.204776,157.8762486341671,Straight,0.051,Left
2021-02-28 14:17:38.841537,124.3613237870288,Straight,0.067,Left
2021-02-28 14:17:39.484479,139.17584001985813,Straight,0.072,Left
2021-02-28 14:17:40.443966,337.5906103485281,Straight,0.118,Left
2021-02-28 14:17:41.006691,130.11323217001268,Straight,0.118,Left
2021-02-28 14:17:41.721814,97.40208367121222,Straight,0.123,Left
2021-02-28 14:17:42.289160,103.63826068442059,Straight,0.123,Left
2021-02-28 14:17:42.840740,97.13774296827873,Straight,0.118,Left
2021-02-28 14:17:43.569416,121.69883052118381,Straight,0.118,Left
2021-02-28 14:17:44.148513,81.9128467505314,Straight,0.118,Left
2021-02-28 14:17:44.927525,115.63888232465203,Straight,0.123,Left
2021-02-28 14:17:45.565737,284.60151040185644,Straight,0.128,Left
2021-02-28 14:17:46.186044,107.03586990663536,Straight,0.128,Left
